Tile Name,Predicted Class,Slide Name,Tumor Cells (%),Tumor Cells Count,Mitosis (%),Mitosis Count,Karyorrhexis (%),Karyorrhexis Count,Stroma (%),Stroma Count,Final Classification
./tiles_output\NBL-11\tile_50578_23738.jpg,Tumor Cells,NBL-11.svs,32.26,211,12.43,81,28.59,187,26.72,175,Tumor Positive
./tiles_output\NBL-11\tile_50578_24762.jpg,Tumor Cells,NBL-11.svs,47.39,311,18.8,123,16.55,108,17.26,113,Tumor Positive
./tiles_output\NBL-11\tile_50578_26554.jpg,Tumor Cells,NBL-11.svs,33.34,218,17.24,113,23.92,157,25.5,167,Tumor Positive
./tiles_output\NBL-11\tile_50834_23226.jpg,Stroma,NBL-11.svs,27.88,183,13.95,91,25.42,167,32.75,215,Tumor Positive
./tiles_output\NBL-11\tile_50834_23482.jpg,Karyorrhexis,NBL-11.svs,25.64,168,21.25,139,26.86,176,26.24,172,Tumor Positive
./tiles_output\NBL-11\tile_50834_24762.jpg,Tumor Cells,NBL-11.svs,50.61,332,15.14,99,15.88,104,18.38,120,Tumor Positive
./tiles_output\NBL-11\tile_50834_26298.jpg,Tumor Cells,NBL-11.svs,30.97,203,17.63,116,26.68,175,24.72,162,Tumor Positive
./tiles_output\NBL-11\tile_50834_27066.jpg,Tumor Cells,NBL-11.svs,32.25,211,20.03,131,21.75,143,25.97,170,Tumor Positive
./tiles_output\NBL-11\tile_50834_27322.jpg,Tumor Cells,NBL-11.svs,31.12,204,22.25,146,22.91,150,23.73,156,Tumor Positive
./tiles_output\NBL-11\tile_51090_23226.jpg,Stroma,NBL-11.svs,21.51,141,18.03,118,20.06,131,40.4,265,Tumor Positive
./tiles_output\NBL-11\tile_51090_23482.jpg,Stroma,NBL-11.svs,28.94,190,18.52,121,23.07,151,29.46,193,Tumor Positive
./tiles_output\NBL-11\tile_51090_27066.jpg,Tumor Cells,NBL-11.svs,35.02,230,19.19,126,26.9,176,18.89,124,Tumor Positive
./tiles_output\NBL-11\tile_51346_23226.jpg,Tumor Cells,NBL-11.svs,30.85,202,14.73,97,24.99,164,29.42,193,Tumor Positive
./tiles_output\NBL-11\tile_51346_23482.jpg,Tumor Cells,NBL-11.svs,28.33,186,25.23,165,20.96,137,25.47,167,Tumor Positive
./tiles_output\NBL-11\tile_51602_23738.jpg,Tumor Cells,NBL-11.svs,38.22,250,21.35,140,22.12,145,18.31,120,Tumor Positive
./tiles_output\NBL-11\tile_51602_25274.jpg,Tumor Cells,NBL-11.svs,33.0,216,22.38,147,27.2,178,17.42,114,Tumor Positive
./tiles_output\NBL-11\tile_51602_25530.jpg,Tumor Cells,NBL-11.svs,29.88,196,23.09,151,27.02,177,20.01,131,Tumor Positive
./tiles_output\NBL-11\tile_51858_25274.jpg,Karyorrhexis,NBL-11.svs,28.2,185,20.46,134,30.0,197,21.34,140,Tumor Positive
./tiles_output\NBL-11\tile_51858_25530.jpg,Karyorrhexis,NBL-11.svs,24.34,160,20.11,132,32.6,214,22.95,150,Tumor Positive
./tiles_output\NBL-11\tile_51858_25786.jpg,Karyorrhexis,NBL-11.svs,27.33,179,20.93,137,30.14,198,21.59,141,Tumor Positive
./tiles_output\NBL-11\tile_52114_23994.jpg,Tumor Cells,NBL-11.svs,31.71,208,18.27,120,26.07,171,23.96,157,Tumor Positive
./tiles_output\NBL-11\tile_52114_25274.jpg,Karyorrhexis,NBL-11.svs,28.43,186,18.72,123,34.65,227,18.2,119,Tumor Positive
./tiles_output\NBL-11\tile_52114_25530.jpg,Tumor Cells,NBL-11.svs,34.61,227,19.43,127,26.89,176,19.06,125,Tumor Positive
./tiles_output\NBL-11\tile_52114_25786.jpg,Tumor Cells,NBL-11.svs,30.07,197,19.5,128,23.41,153,27.02,177,Tumor Positive
./tiles_output\NBL-11\tile_52370_23226.jpg,Karyorrhexis,NBL-11.svs,26.59,174,17.37,114,38.29,251,17.75,116,Tumor Positive
./tiles_output\NBL-11\tile_52370_24762.jpg,Tumor Cells,NBL-11.svs,29.23,192,19.4,127,25.68,168,25.68,168,Tumor Positive
./tiles_output\NBL-11\tile_52370_25274.jpg,Tumor Cells,NBL-11.svs,35.65,234,17.87,117,29.64,194,16.84,110,Tumor Positive
./tiles_output\NBL-11\tile_52370_25530.jpg,Tumor Cells,NBL-11.svs,31.76,208,22.11,145,23.82,156,22.3,146,Tumor Positive
./tiles_output\NBL-11\tile_52370_25786.jpg,Karyorrhexis,NBL-11.svs,25.02,164,28.21,185,29.75,195,17.02,112,Tumor Positive
./tiles_output\NBL-11\tile_52370_26042.jpg,Tumor Cells,NBL-11.svs,28.73,188,23.22,152,22.1,145,25.95,170,Tumor Positive
./tiles_output\NBL-11\tile_52370_26298.jpg,Tumor Cells,NBL-11.svs,29.73,195,19.37,127,22.64,148,28.26,185,Tumor Positive
./tiles_output\NBL-11\tile_52626_23738.jpg,Karyorrhexis,NBL-11.svs,28.61,187,16.47,108,35.69,234,19.23,126,Tumor Positive
./tiles_output\NBL-11\tile_52626_23994.jpg,Tumor Cells,NBL-11.svs,35.34,232,17.35,114,26.0,170,21.31,140,Tumor Positive
./tiles_output\NBL-11\tile_52626_24250.jpg,Tumor Cells,NBL-11.svs,40.78,267,18.91,124,20.02,131,20.3,133,Tumor Positive
./tiles_output\NBL-11\tile_52626_24506.jpg,Mitosis,NBL-11.svs,27.2,178,30.5,200,20.87,137,21.43,140,Tumor Positive
./tiles_output\NBL-11\tile_52626_25018.jpg,Tumor Cells,NBL-11.svs,27.93,183,20.2,132,27.59,181,24.28,159,Tumor Positive
./tiles_output\NBL-11\tile_52626_25274.jpg,Tumor Cells,NBL-11.svs,28.4,186,20.31,133,25.99,170,25.3,166,Tumor Positive
./tiles_output\NBL-11\tile_52626_25786.jpg,Tumor Cells,NBL-11.svs,28.88,189,21.21,139,27.96,183,21.95,144,Tumor Positive
./tiles_output\NBL-11\tile_52626_26042.jpg,Tumor Cells,NBL-11.svs,34.75,228,13.47,88,26.16,171,25.62,168,Tumor Positive
./tiles_output\NBL-11\tile_52882_23482.jpg,Tumor Cells,NBL-11.svs,31.41,206,18.11,119,27.43,180,23.05,151,Tumor Positive
./tiles_output\NBL-11\tile_52882_23738.jpg,Karyorrhexis,NBL-11.svs,26.56,174,17.39,114,36.75,241,19.3,126,Tumor Positive
./tiles_output\NBL-11\tile_52882_23994.jpg,Karyorrhexis,NBL-11.svs,25.64,168,17.78,117,36.18,237,20.41,134,Tumor Positive
./tiles_output\NBL-11\tile_52882_24506.jpg,Tumor Cells,NBL-11.svs,30.31,199,22.11,145,22.58,148,24.99,164,Tumor Positive
./tiles_output\NBL-11\tile_52882_24762.jpg,Tumor Cells,NBL-11.svs,39.4,258,18.38,120,19.65,129,22.57,148,Tumor Positive
./tiles_output\NBL-11\tile_52882_25018.jpg,Tumor Cells,NBL-11.svs,34.13,224,17.43,114,23.85,156,24.59,161,Tumor Positive
./tiles_output\NBL-11\tile_53138_23738.jpg,Tumor Cells,NBL-11.svs,32.93,216,23.44,154,20.24,133,23.4,153,Tumor Positive
./tiles_output\NBL-11\tile_53138_23994.jpg,Karyorrhexis,NBL-11.svs,25.26,166,24.76,162,28.16,185,21.82,143,Tumor Positive
./tiles_output\NBL-11\tile_53138_24506.jpg,Tumor Cells,NBL-11.svs,30.45,200,19.86,130,29.57,194,20.13,132,Tumor Positive
./tiles_output\NBL-11\tile_53138_24762.jpg,Karyorrhexis,NBL-11.svs,30.56,200,15.82,104,34.74,228,18.89,124,Tumor Positive
./tiles_output\NBL-11\tile_53138_25018.jpg,Tumor Cells,NBL-11.svs,31.12,204,18.83,123,25.91,170,24.13,158,Tumor Positive
./tiles_output\NBL-11\tile_53138_25274.jpg,Stroma,NBL-11.svs,24.71,162,21.88,143,26.21,172,27.21,178,Tumor Positive
./tiles_output\NBL-11\tile_53394_24250.jpg,Tumor Cells,NBL-11.svs,34.92,229,20.65,135,21.92,144,22.51,148,Tumor Positive
./tiles_output\NBL-11\tile_53394_24762.jpg,Tumor Cells,NBL-11.svs,27.66,181,24.92,163,26.5,174,20.92,137,Tumor Positive
./tiles_output\NBL-11\tile_53394_25274.jpg,Stroma,NBL-11.svs,25.0,164,17.47,114,27.01,177,30.52,200,Tumor Positive
./tiles_output\NBL-11\tile_53650_23482.jpg,Mitosis,NBL-11.svs,24.89,163,30.52,200,19.62,129,24.97,164,Tumor Positive
./tiles_output\NBL-11\tile_53650_24250.jpg,Tumor Cells,NBL-11.svs,29.67,194,18.36,120,23.42,153,28.55,187,Tumor Positive
./tiles_output\NBL-11\tile_53650_24506.jpg,Tumor Cells,NBL-11.svs,38.92,255,14.7,96,23.46,154,22.92,150,Tumor Positive
./tiles_output\NBL-11\tile_53650_25018.jpg,Stroma,NBL-11.svs,22.16,145,23.52,154,23.63,155,30.69,201,Tumor Positive
./tiles_output\NBL-11\tile_53650_25274.jpg,Tumor Cells,NBL-11.svs,29.54,194,16.09,105,25.87,170,28.5,187,Tumor Positive
./tiles_output\NBL-11\tile_53650_25530.jpg,Stroma,NBL-11.svs,30.09,197,16.12,106,21.31,140,32.48,213,Tumor Positive
./tiles_output\NBL-11\tile_53906_23482.jpg,Stroma,NBL-11.svs,25.68,168,18.32,120,27.2,178,28.8,189,Tumor Positive
./tiles_output\NBL-11\tile_53906_23994.jpg,Tumor Cells,NBL-11.svs,30.55,200,19.31,127,23.75,156,26.39,173,Tumor Positive
./tiles_output\NBL-11\tile_53906_24250.jpg,Tumor Cells,NBL-11.svs,26.33,173,24.71,162,23.24,152,25.72,169,Tumor Positive
./tiles_output\NBL-11\tile_53906_25018.jpg,Stroma,NBL-11.svs,28.15,184,20.98,137,20.94,137,29.92,196,Tumor Positive
./tiles_output\NBL-11\tile_53906_25274.jpg,Tumor Cells,NBL-11.svs,34.09,223,17.56,115,23.4,153,24.95,164,Tumor Positive
./tiles_output\NBL-11\tile_54162_22714.jpg,Karyorrhexis,NBL-11.svs,24.25,159,21.88,143,28.2,185,25.67,168,Tumor Positive
./tiles_output\NBL-11\tile_54162_23226.jpg,Tumor Cells,NBL-11.svs,36.29,238,20.12,132,26.3,172,17.29,113,Tumor Positive
./tiles_output\NBL-11\tile_54162_23482.jpg,Karyorrhexis,NBL-11.svs,27.22,178,23.1,151,31.62,207,18.06,118,Tumor Positive
./tiles_output\NBL-11\tile_54162_23738.jpg,Tumor Cells,NBL-11.svs,34.35,225,18.35,120,23.38,153,23.92,157,Tumor Positive
./tiles_output\NBL-11\tile_54162_24250.jpg,Tumor Cells,NBL-11.svs,29.62,194,24.91,163,24.13,158,21.33,140,Tumor Positive
./tiles_output\NBL-11\tile_54162_25018.jpg,Stroma,NBL-11.svs,26.85,176,21.5,141,23.01,151,28.65,188,Tumor Positive
./tiles_output\NBL-11\tile_54418_24250.jpg,Tumor Cells,NBL-11.svs,28.89,189,23.44,154,21.38,140,26.3,172,Tumor Positive
./tiles_output\NBL-11\tile_54418_24506.jpg,Tumor Cells,NBL-11.svs,29.64,194,22.61,148,22.91,150,24.84,163,Tumor Positive
./tiles_output\NBL-11\tile_54418_24762.jpg,Tumor Cells,NBL-11.svs,33.08,217,16.43,108,23.08,151,27.41,180,Tumor Positive
./tiles_output\NBL-11\tile_54674_22714.jpg,Tumor Cells,NBL-11.svs,31.66,207,19.65,129,28.69,188,20.0,131,Tumor Positive
./tiles_output\NBL-11\tile_54674_22970.jpg,Tumor Cells,NBL-11.svs,30.95,203,20.6,135,27.9,183,20.55,135,Tumor Positive
./tiles_output\NBL-11\tile_54674_23994.jpg,Mitosis,NBL-11.svs,23.88,156,26.59,174,25.59,168,23.94,157,Tumor Positive
./tiles_output\NBL-11\tile_54674_24250.jpg,Stroma,NBL-11.svs,25.49,167,19.51,128,26.92,176,28.07,184,Tumor Positive
./tiles_output\NBL-11\tile_54674_24762.jpg,Tumor Cells,NBL-11.svs,35.0,229,15.18,99,25.6,168,24.23,159,Tumor Positive
./tiles_output\NBL-11\tile_54930_22714.jpg,Tumor Cells,NBL-11.svs,33.34,218,19.66,129,28.16,185,18.84,123,Tumor Positive
./tiles_output\NBL-11\tile_54930_23482.jpg,Mitosis,NBL-11.svs,20.8,136,31.68,208,21.55,141,25.97,170,Tumor Positive
./tiles_output\NBL-11\tile_54930_23738.jpg,Stroma,NBL-11.svs,22.52,148,23.76,156,25.25,165,28.46,187,Tumor Positive
./tiles_output\NBL-11\tile_54930_23994.jpg,Mitosis,NBL-11.svs,26.02,171,30.01,197,24.21,159,19.76,129,Tumor Positive
./tiles_output\NBL-11\tile_55186_23226.jpg,Stroma,NBL-11.svs,24.32,159,20.82,136,23.81,156,31.05,203,Tumor Positive
./tiles_output\NBL-11\tile_55186_23482.jpg,Karyorrhexis,NBL-11.svs,26.69,175,19.52,128,28.25,185,25.54,167,Tumor Positive
./tiles_output\NBL-11\tile_55186_23738.jpg,Stroma,NBL-11.svs,22.26,146,18.31,120,29.71,195,29.72,195,Tumor Positive
./tiles_output\NBL-11\tile_55186_23994.jpg,Stroma,NBL-11.svs,20.64,135,23.91,157,19.66,129,35.79,235,Tumor Positive
./tiles_output\NBL-11\tile_55442_22714.jpg,Karyorrhexis,NBL-11.svs,23.22,152,27.45,180,32.65,214,16.67,109,Tumor Positive
./tiles_output\NBL-11\tile_55442_23226.jpg,Karyorrhexis,NBL-11.svs,24.21,159,19.46,128,30.23,198,26.1,171,Tumor Positive
./tiles_output\NBL-11\tile_55442_23482.jpg,Karyorrhexis,NBL-11.svs,23.7,155,18.79,123,37.0,242,20.51,134,Tumor Positive
./tiles_output\NBL-11\tile_55442_23738.jpg,Stroma,NBL-11.svs,24.5,161,17.19,113,27.98,183,30.33,199,Tumor Positive
./tiles_output\NBL-11\tile_55698_21946.jpg,Tumor Cells,NBL-11.svs,29.9,196,15.54,102,27.73,182,26.83,176,Tumor Positive
./tiles_output\NBL-11\tile_55698_22202.jpg,Stroma,NBL-11.svs,26.45,173,16.94,111,26.21,172,30.4,199,Tumor Positive
./tiles_output\NBL-11\tile_55698_22714.jpg,Karyorrhexis,NBL-11.svs,25.55,167,20.91,137,29.28,192,24.26,159,Tumor Positive
./tiles_output\NBL-11\tile_55698_22970.jpg,Karyorrhexis,NBL-11.svs,24.74,162,22.0,144,29.1,191,24.16,158,Tumor Positive
./tiles_output\NBL-11\tile_55698_23226.jpg,Karyorrhexis,NBL-11.svs,26.48,174,20.1,132,29.52,193,23.9,157,Tumor Positive
./tiles_output\NBL-11\tile_55698_23482.jpg,Stroma,NBL-11.svs,26.1,171,19.58,128,25.14,165,29.18,191,Tumor Positive
./tiles_output\NBL-11\tile_55698_23738.jpg,Stroma,NBL-11.svs,22.1,145,21.38,140,24.43,160,32.09,210,Tumor Positive
./tiles_output\NBL-11\tile_55954_21946.jpg,Tumor Cells,NBL-11.svs,33.1,217,20.68,136,24.87,163,21.34,140,Tumor Positive
./tiles_output\NBL-11\tile_55954_22202.jpg,Karyorrhexis,NBL-11.svs,29.18,191,19.96,131,29.77,195,21.09,138,Tumor Positive
./tiles_output\NBL-11\tile_55954_22970.jpg,Tumor Cells,NBL-11.svs,29.19,191,20.64,135,27.2,178,22.97,151,Tumor Positive
./tiles_output\NBL-11\tile_55954_23226.jpg,Tumor Cells,NBL-11.svs,32.06,210,18.61,122,29.91,196,19.42,127,Tumor Positive
./tiles_output\NBL-11\tile_55954_23482.jpg,Karyorrhexis,NBL-11.svs,25.8,169,21.16,139,32.86,215,20.18,132,Tumor Positive
./tiles_output\NBL-11\tile_55954_23738.jpg,Stroma,NBL-11.svs,22.48,147,23.69,155,24.84,163,28.99,190,Tumor Positive
./tiles_output\NBL-11\tile_56210_21946.jpg,Karyorrhexis,NBL-11.svs,28.23,185,19.09,125,31.78,208,20.9,137,Tumor Positive
./tiles_output\NBL-11\tile_56210_22970.jpg,Karyorrhexis,NBL-11.svs,26.55,174,19.8,130,33.61,220,20.04,131,Tumor Positive
./tiles_output\NBL-11\tile_56210_23226.jpg,Tumor Cells,NBL-11.svs,27.31,179,22.7,149,25.49,167,24.5,161,Tumor Positive
./tiles_output\NBL-11\tile_56210_23482.jpg,Karyorrhexis,NBL-11.svs,21.54,141,20.51,134,29.27,192,28.68,188,Tumor Positive
./tiles_output\NBL-11\tile_56210_23738.jpg,Karyorrhexis,NBL-11.svs,17.83,117,14.23,93,38.3,251,29.63,194,Tumor Positive
./tiles_output\NBL-11\tile_56466_21946.jpg,Karyorrhexis,NBL-11.svs,29.92,196,18.32,120,30.96,203,20.8,136,Tumor Positive
./tiles_output\NBL-11\tile_56466_22458.jpg,Tumor Cells,NBL-11.svs,31.91,209,20.46,134,28.38,186,19.25,126,Tumor Positive
./tiles_output\NBL-11\tile_56466_22714.jpg,Tumor Cells,NBL-11.svs,26.9,176,21.68,142,25.01,164,26.41,173,Tumor Positive
./tiles_output\NBL-11\tile_56466_22970.jpg,Tumor Cells,NBL-11.svs,26.96,177,24.82,163,24.98,164,23.24,152,Tumor Positive
./tiles_output\NBL-11\tile_56466_23226.jpg,Karyorrhexis,NBL-11.svs,21.19,139,22.58,148,29.78,195,26.45,173,Tumor Positive
./tiles_output\NBL-11\tile_56466_23482.jpg,Mitosis,NBL-11.svs,17.72,116,31.2,204,25.91,170,25.17,165,Tumor Positive
./tiles_output\NBL-11\tile_56466_23738.jpg,Tumor Cells,NBL-11.svs,32.6,214,12.51,82,29.89,196,25.0,164,Tumor Positive
./tiles_output\NBL-11\tile_56722_21690.jpg,Tumor Cells,NBL-11.svs,31.79,208,23.15,152,22.2,145,22.86,150,Tumor Positive
./tiles_output\NBL-11\tile_56722_22458.jpg,Tumor Cells,NBL-11.svs,38.82,254,15.21,100,22.8,149,23.16,152,Tumor Positive
./tiles_output\NBL-11\tile_56722_22714.jpg,Tumor Cells,NBL-11.svs,28.04,184,22.73,149,26.77,175,22.46,147,Tumor Positive
./tiles_output\NBL-11\tile_56722_22970.jpg,Mitosis,NBL-11.svs,25.43,167,32.2,211,17.24,113,25.14,165,Tumor Positive
./tiles_output\NBL-11\tile_56722_23226.jpg,Stroma,NBL-11.svs,17.93,118,27.19,178,26.87,176,28.0,184,Tumor Positive
./tiles_output\NBL-11\tile_56722_23482.jpg,Karyorrhexis,NBL-11.svs,20.88,137,19.51,128,31.53,207,28.08,184,Tumor Positive
./tiles_output\NBL-11\tile_56722_28602.jpg,Stroma,NBL-11.svs,25.91,170,21.61,142,20.96,137,31.52,207,Tumor Positive
./tiles_output\NBL-11\tile_56978_22714.jpg,Tumor Cells,NBL-11.svs,30.69,201,20.29,133,26.07,171,22.95,150,Tumor Positive
./tiles_output\NBL-11\tile_56978_22970.jpg,Karyorrhexis,NBL-11.svs,25.71,168,25.9,170,27.26,179,21.13,138,Tumor Positive
./tiles_output\NBL-11\tile_56978_23226.jpg,Karyorrhexis,NBL-11.svs,25.54,167,21.75,143,27.5,180,25.21,165,Tumor Positive
./tiles_output\NBL-11\tile_56978_23482.jpg,Karyorrhexis,NBL-11.svs,22.08,145,11.59,76,36.42,239,29.9,196,Tumor Positive
./tiles_output\NBL-11\tile_57234_22714.jpg,Tumor Cells,NBL-11.svs,31.23,205,19.1,125,28.61,187,21.06,138,Tumor Positive
./tiles_output\NBL-11\tile_57234_22970.jpg,Tumor Cells,NBL-11.svs,28.88,189,22.89,150,22.31,146,25.92,170,Tumor Positive
./tiles_output\NBL-11\tile_57234_23226.jpg,Karyorrhexis,NBL-11.svs,23.84,156,24.68,162,26.84,176,24.65,162,Tumor Positive
./tiles_output\NBL-11\tile_25543_42780.jpg,Tumor Cells,NBL-11.svs,40.45,265,17.19,113,21.45,141,20.91,137,Tumor Positive
./tiles_output\NBL-11\tile_25543_43036.jpg,Tumor Cells,NBL-11.svs,30.31,199,19.93,131,22.06,145,27.7,182,Tumor Positive
./tiles_output\NBL-11\tile_25543_44316.jpg,Tumor Cells,NBL-11.svs,31.65,207,24.4,160,23.36,153,20.59,135,Tumor Positive
./tiles_output\NBL-11\tile_25799_43292.jpg,Tumor Cells,NBL-11.svs,30.43,199,16.45,108,28.28,185,24.84,163,Tumor Positive
./tiles_output\NBL-11\tile_25799_43548.jpg,Tumor Cells,NBL-11.svs,45.36,297,14.63,96,21.49,141,18.52,121,Tumor Positive
./tiles_output\NBL-11\tile_26055_42012.jpg,Tumor Cells,NBL-11.svs,40.2,263,20.3,133,25.08,164,14.42,95,Tumor Positive
./tiles_output\NBL-11\tile_26055_42268.jpg,Tumor Cells,NBL-11.svs,38.38,252,21.58,141,26.87,176,13.18,86,Tumor Positive
./tiles_output\NBL-11\tile_26055_42780.jpg,Tumor Cells,NBL-11.svs,38.82,254,22.91,150,18.41,121,19.87,130,Tumor Positive
./tiles_output\NBL-11\tile_26055_43036.jpg,Tumor Cells,NBL-11.svs,39.54,259,14.81,97,27.13,178,18.52,121,Tumor Positive
./tiles_output\NBL-11\tile_26055_43292.jpg,Tumor Cells,NBL-11.svs,39.0,256,16.52,108,20.38,134,24.1,158,Tumor Positive
./tiles_output\NBL-11\tile_26055_43548.jpg,Tumor Cells,NBL-11.svs,37.9,248,17.85,117,20.71,136,23.54,154,Tumor Positive
./tiles_output\NBL-11\tile_26311_41756.jpg,Tumor Cells,NBL-11.svs,36.43,239,20.44,134,28.07,184,15.07,99,Tumor Positive
./tiles_output\NBL-11\tile_26311_42012.jpg,Tumor Cells,NBL-11.svs,39.74,260,22.13,145,24.92,163,13.22,87,Tumor Positive
./tiles_output\NBL-11\tile_26311_42268.jpg,Tumor Cells,NBL-11.svs,37.14,243,21.05,138,30.27,198,11.54,76,Tumor Positive
./tiles_output\NBL-11\tile_26311_42524.jpg,Karyorrhexis,NBL-11.svs,26.36,173,21.4,140,33.56,220,18.68,122,Tumor Positive
./tiles_output\NBL-11\tile_26311_43036.jpg,Tumor Cells,NBL-11.svs,38.67,253,16.36,107,23.81,156,21.16,139,Tumor Positive
./tiles_output\NBL-11\tile_26311_43292.jpg,Tumor Cells,NBL-11.svs,44.53,292,16.37,107,21.84,143,17.25,113,Tumor Positive
./tiles_output\NBL-11\tile_26311_43548.jpg,Tumor Cells,NBL-11.svs,39.99,262,16.8,110,19.71,129,23.51,154,Tumor Positive
./tiles_output\NBL-11\tile_26311_44316.jpg,Tumor Cells,NBL-11.svs,35.44,232,17.37,114,25.04,164,22.15,145,Tumor Positive
./tiles_output\NBL-11\tile_26311_44572.jpg,Tumor Cells,NBL-11.svs,41.02,269,19.7,129,17.21,113,22.07,145,Tumor Positive
./tiles_output\NBL-11\tile_26567_40988.jpg,Tumor Cells,NBL-11.svs,50.06,328,13.25,87,22.1,145,14.59,96,Tumor Positive
./tiles_output\NBL-11\tile_26567_41244.jpg,Tumor Cells,NBL-11.svs,42.36,278,15.67,103,23.93,157,18.05,118,Tumor Positive
./tiles_output\NBL-11\tile_26567_42012.jpg,Tumor Cells,NBL-11.svs,32.07,210,24.26,159,27.0,177,16.67,109,Tumor Positive
./tiles_output\NBL-11\tile_26567_42524.jpg,Tumor Cells,NBL-11.svs,30.69,201,23.17,152,28.96,190,17.18,113,Tumor Positive
./tiles_output\NBL-11\tile_26823_40732.jpg,Tumor Cells,NBL-11.svs,42.0,275,14.5,95,22.18,145,21.32,140,Tumor Positive
./tiles_output\NBL-11\tile_26823_40988.jpg,Tumor Cells,NBL-11.svs,47.77,313,11.91,78,22.93,150,17.39,114,Tumor Positive
./tiles_output\NBL-11\tile_26823_41244.jpg,Tumor Cells,NBL-11.svs,40.26,264,16.6,109,25.04,164,18.1,119,Tumor Positive
./tiles_output\NBL-11\tile_26823_41500.jpg,Tumor Cells,NBL-11.svs,38.62,253,19.52,128,22.37,147,19.49,128,Tumor Positive
./tiles_output\NBL-11\tile_26823_42012.jpg,Tumor Cells,NBL-11.svs,31.18,204,19.91,130,29.52,193,19.39,127,Tumor Positive
./tiles_output\NBL-11\tile_26823_42268.jpg,Tumor Cells,NBL-11.svs,32.68,214,19.85,130,31.56,207,15.9,104,Tumor Positive
./tiles_output\NBL-11\tile_26823_42524.jpg,Tumor Cells,NBL-11.svs,33.47,219,22.41,147,27.77,182,16.36,107,Tumor Positive
./tiles_output\NBL-11\tile_26823_43804.jpg,Tumor Cells,NBL-11.svs,44.35,291,19.04,125,22.32,146,14.29,94,Tumor Positive
./tiles_output\NBL-11\tile_26823_44060.jpg,Tumor Cells,NBL-11.svs,34.48,226,20.78,136,16.25,106,28.48,187,Tumor Positive
./tiles_output\NBL-11\tile_27079_40732.jpg,Tumor Cells,NBL-11.svs,42.71,280,15.13,99,23.67,155,18.49,121,Tumor Positive
./tiles_output\NBL-11\tile_27079_40988.jpg,Tumor Cells,NBL-11.svs,51.01,334,12.7,83,20.02,131,16.27,107,Tumor Positive
./tiles_output\NBL-11\tile_27079_41244.jpg,Tumor Cells,NBL-11.svs,48.12,315,12.75,84,19.48,128,19.65,129,Tumor Positive
./tiles_output\NBL-11\tile_27079_41500.jpg,Tumor Cells,NBL-11.svs,44.05,289,11.52,75,24.27,159,20.16,132,Tumor Positive
./tiles_output\NBL-11\tile_27079_41756.jpg,Tumor Cells,NBL-11.svs,44.56,292,15.08,99,24.95,164,15.4,101,Tumor Positive
./tiles_output\NBL-11\tile_27079_43036.jpg,Tumor Cells,NBL-11.svs,39.11,256,12.83,84,26.36,173,21.69,142,Tumor Positive
./tiles_output\NBL-11\tile_27079_43292.jpg,Tumor Cells,NBL-11.svs,31.5,206,20.98,137,26.66,175,20.86,137,Tumor Positive
./tiles_output\NBL-11\tile_27079_43804.jpg,Tumor Cells,NBL-11.svs,38.36,251,14.59,96,29.23,192,17.82,117,Tumor Positive
./tiles_output\NBL-11\tile_27079_44316.jpg,Tumor Cells,NBL-11.svs,40.15,263,20.13,132,22.13,145,17.59,115,Tumor Positive
./tiles_output\NBL-11\tile_27079_44828.jpg,Tumor Cells,NBL-11.svs,33.46,219,18.88,124,21.45,141,26.2,172,Tumor Positive
./tiles_output\NBL-11\tile_27335_40732.jpg,Tumor Cells,NBL-11.svs,47.8,313,12.45,82,21.37,140,18.38,120,Tumor Positive
./tiles_output\NBL-11\tile_27335_40988.jpg,Tumor Cells,NBL-11.svs,45.18,296,15.11,99,20.61,135,19.1,125,Tumor Positive
./tiles_output\NBL-11\tile_27335_41244.jpg,Tumor Cells,NBL-11.svs,49.56,325,13.69,90,24.54,161,12.21,80,Tumor Positive
./tiles_output\NBL-11\tile_27335_41500.jpg,Tumor Cells,NBL-11.svs,46.62,306,11.11,73,22.52,148,19.75,129,Tumor Positive
./tiles_output\NBL-11\tile_27335_41756.jpg,Tumor Cells,NBL-11.svs,43.73,287,12.68,83,21.44,141,22.15,145,Tumor Positive
./tiles_output\NBL-11\tile_27335_42012.jpg,Tumor Cells,NBL-11.svs,35.16,230,15.26,100,22.73,149,26.86,176,Tumor Positive
./tiles_output\NBL-11\tile_27335_42268.jpg,Karyorrhexis,NBL-11.svs,25.35,166,17.44,114,29.32,192,27.89,183,Tumor Positive
./tiles_output\NBL-11\tile_27335_42780.jpg,Tumor Cells,NBL-11.svs,32.29,212,20.52,134,23.44,154,23.75,156,Tumor Positive
./tiles_output\NBL-11\tile_27335_43036.jpg,Tumor Cells,NBL-11.svs,33.44,219,17.49,115,24.13,158,24.95,164,Tumor Positive
./tiles_output\NBL-11\tile_27335_43292.jpg,Tumor Cells,NBL-11.svs,33.12,217,20.19,132,27.42,180,19.27,126,Tumor Positive
./tiles_output\NBL-11\tile_27335_43548.jpg,Tumor Cells,NBL-11.svs,36.51,239,21.56,141,22.05,145,19.88,130,Tumor Positive
./tiles_output\NBL-11\tile_27335_43804.jpg,Tumor Cells,NBL-11.svs,46.59,305,14.34,94,23.53,154,15.54,102,Tumor Positive
